"","name","dialog","scene","start","end","subs"
"200","MERRY","You're supposed to stick it in the ground!","BAG END -- EVENING",1374.6,1376.5,"You're supposed to stick it in the ground."
"201","!","CONTINUED:

","BAG END -- EVENING",0,0,""
"202","PIPPIN","It is in the ground.","BAG END -- EVENING",1376.8,1378.3,"- It is in the ground."
"203","!","Merry fearfully tosses the Rocket to Pippin!    The fuse
sizzles angrily.
","BAG END -- EVENING",0,0,""
"204","MERRY","Outside!","BAG END -- EVENING",1376.8,1378.3,"- Outside!"
"205","!","","BAG END -- EVENING",0,0,""
"206","PIPPIN","It was your idea.","BAG END -- EVENING",1376.8,1380," It was your idea."
"207","!","Pippin attempts to throw the fizzing rocket back to Merry.
WHOOSH! The two hobbits are suddenly blown off their feet in
a shower of sparks as the rocket blasts off with frightening
power. The ROCKET ZOOMS over the Party..It suddenly bursts
apart, forming the shape of a great red golden Dragon! Fire
gushes from its nostrils as it turns back and Flies low
towards the startled crowd. Close on: Frodo watches the
Fireworks Dragon with alarm...but Bilbo is oblivious to the
Panicking crowd and impending danger!
","BAG END -- EVENING",0,0,""
"208","FRODO","Bilbo!   Watch out for the dragon!!","BAG END -- EVENING",1395.9,1401.2,"Bilbo. Bilbo, watch out for the dragon!"
"209","!","","BAG END -- EVENING",0,0,""
"210","BILBO","Dragon? Nonsense...hasn't been a dragon in these parts for a thousand years!","BAG END -- EVENING",1401.5,1404.8,"Nonsense...hasn't been a dragon in these parts for thousands of years."
"211","!","ANGLE ON: FRODO

As he hurriedly pulls Bilbo to the ground, just as the dragon
roars a few feet above their heads like a flaming express
train! Hobbits dive to the ground, tables overturn, tents
collapse, food flies everywhere. The fireworks dragon turns a
somersault and explodes over the hills with a deafening bang!
This gets the biggest Cheer of the night.

ANGLE ON: MERRY AND PIPPIN,

clothes and hair smoking.
","BAG END -- EVENING",0,0,""
"212","MERRY","That was good!","BAG END -- EVENING",1418.4,1421.8,"- That was good."
"213","!","","BAG END -- EVENING",0,0,""
"214","PIPPIN","Let's get another one!","BAG END -- EVENING",1418.4,1421.8,"- Let's get another one."
"215","!","LARGE HANDS suddenly clamp down on Merry and Pippin's ears.
Low angle: Gandalf looking DOWN STERNLY!





CONTINUED:

","BAG END -- EVENING",0,0,""
"216","GANDALF","Meridoc Brandybuck and Peregrin Took...I might have known!","BAG END -- EVENING",1418.4,1429.8," Meriadoc Brandybuck and Peregrin Took. I might've known."
"217","!","MERRY AND PIPPIN

Are leaning over a barrel, washing dishes in soapy
water...with Gandalf sitting nearby, smoking his pipe and
sipping an ale. Cries of ""SPEECH! SPEECH"" erupt from the
party.


Bilbo stepping on a stool...he bows in gratitude at the
applause.
","BAG END -- EVENING",0,0,""
"218","FRODO","Speech!","BAG END -- EVENING",1440.3,1441.3,"Speech!"
"219","!","","BAG END -- EVENING",0,0,""
"220","BILBO","My dear Bagginses, and Boffins, tooks and Brandybucks...Grubbs, Chubbs, Hornblowers, Bolgers, Bracegirdles and Proudfoots...","BAG END -- EVENING",1446.6,1463.3,"My dear Bagginses and Boffins... ...Tooks and Brandybucks... ...Grubbs, Chubbs... ...Hornblowers... ...Bolgers... ...Bracegirdles... ...and Proudfoots. - Proudfeet!"
"221","!","ANGLE ON: A HOBBIT WITH PARTICULARLY BIG FEET
","BAG END -- EVENING",0,0,""
"222","ODO PROUDFOOT","Proudfeet!","BAG END -- EVENING",0,0,""
"223","!","","BAG END -- EVENING",0,0,""
"224","BILBO","Today is my 111th birthday. Yes, and alas...Eleventh- one years is far too short a time to live among such excellent and admirable Hobbits!","BAG END -- EVENING",1460.8,1479.5," Today is my 111th birthday! But alas, eleventh-one years is far too short a time to live among... ...such excellent and admirable Hobbits."
"225","!","Tremendous outburst of approval!
","BAG END -- EVENING",0,0,""
"226","BILBO","I don't know half of you half as well as I should like; and I like less than half of you as well as well as you deserve.","BAG END -- EVENING",1480.6,1487.9,"I don't know half of you half as well as I should like... ...and I like less than half of you half as well as you deserve."
"227","!","SCATTERED CLAPPING as the guests try to work out if that was
a compliment or not. CLOSE ON: FRODO AND GANDALF smiling to
themselves. CLOSE ON: Bilbo...a strange hum seems to fill his
head. A bead of sweat rolls down his brow.

Bilbo's hand pulls something out of his waistcoat pocket and
holds it behind his back.



CONTINUED:

","BAG END -- EVENING",0,0,""
"228","BILBO","I have..things to do and I have put this off for far too long...","BAG END -- EVENING",1498.1,1508.8,"I have things to do and I have put this off for far too long."
"229","!","CLOSE ON: BILBO'S knuckles turn white as he tightens his
grip on the small object behind his back.
","BAG END -- EVENING",0,0,""
"230","BILBO","I regret to announce, this is the end. I am going now. I bid you all a very fond farewell!!","BAG END -- EVENING",1512.8,1523,"I regret to announce this is the end! I'm going now. I bid you all a very fond farewell."
"231","!","Bilbo looks across at Frodo, hesitates... then...
","BAG END -- EVENING",0,0,""
"232","BILBO","Goodbye.","BAG END -- EVENING",1525.4,1526.6,"Goodbye."
"233","!","Bilbo instantly vanishes. The party explodes into an
uproar... the crowd leaps to its feet.

ANGLE ON: FRODO

staring at the empty stool in disbelief.


EXT. BAG END -- NIGHT

The party is still in an excited uproar... some 50 yards away
as we pan across a moonlit lane to the front door of Bag End.
Door opens, pulled by an invisible hand.

INT. BAG END -- NIGHT

The door quietly closes...Bilbo materializes as he pulls a
plain gold ring off his finger. Bilbo laughs as he tosses the
ring in the air, then places it in his pocket.


Bilbo emerges from the passage, carrying a walking stick. He
finds Gandalf looming over him.
","BAG END -- NIGHT",0,0,""
"234","GANDALF","I suppose you think that was terribly clever?","BAG END -- NIGHT",1559.9,1562.9,"I suppose you think that was terribly clever."
"235","!","","BAG END -- NIGHT",0,0,""
"236","BILBO","Come on, Gandalf!   Did you see their faces?","BAG END -- NIGHT",1563.3,1566.5,"Come on, Gandalf. Did you see their faces?"
"237","!","CONTINUED:

","BAG END -- NIGHT",0,0,""
"238","GANDALF","There are many magic rings in the world, Bilbo Baggins, and none of them should be used lightly.","BAG END -- NIGHT",1566.8,1571.9,"There are many magic rings in this world, Bilbo Baggins... ...and none of them should be used lightly."
"239","!","","BAG END -- NIGHT",0,0,""
"240","BILBO","It was just a bit of fun.   Oh, you're probably right as usual.","BAG END -- NIGHT",1572.1,1578,"It was just a bit of fun. Oh, you're probably right, as usual."
"241","!","","BAG END -- NIGHT",0,0,""
"242","GANDALF","You will keep an eye on Frodo, won't you?","BAG END -- NIGHT",1579.5,1582.9,"- You will keep an eye on Frodo, won't you?"
"243","!","","BAG END -- NIGHT",0,0,""
"244","BILBO","I'm leaving everything to him.","BAG END -- NIGHT",1579.5,1589.2," - I'm leaving everything to him."
"245","!","","BAG END -- NIGHT",0,0,""
"246","GANDALF","What about this ring of yours?   Is that staying too?","BAG END -- NIGHT",1586.1,1592.7,"- What about this ring of yours?  - Is that staying too?"
"247","!","Close on: Bilbo...he gives Gandalf a look and nods toward the
mantelpiece.
","BAG END -- NIGHT",0,0,""
"248","BILBO","Yes, yes, it's in an envelope...over there on the mantelpiece.","BAG END -- NIGHT",1589.5,1597.2,"- Yes, yes.  It's in an envelope over there on the mantelpiece."
"249","!","Gandalf frowns at the empty mantelpiece...Bilbo suddenly
feels his waistcoat with a look of guilty surprise.
","BAG END -- NIGHT",0,0,""
"250","BILBO","No, wait. It's here in my pocket. Isn't that...isn't' that odd now? Yet, after all, why not? Why shouldn't I keep it?","BAG END -- NIGHT",1598.4,1625.8,"No. Wait, it's... ...here in my pocket. Isn't that--? Isn't that odd, now? Yet, after all, why not? - Why shouldn’t I keep it?"
"251","!","","BAG END -- NIGHT",0,0,""
"252","GANDALF","I think you should leave the Ring behind, Bilbo. Is that so hard?","BAG END -- NIGHT",1621.1,1628.5,"- I think you should leave the ring behind, Bilbo.  Is that so hard?"
"253","!","","BAG END -- NIGHT",0,0,""
"254","BILBO","Well, no...and yes. Now it comes to it, I don't feel like parting with it. It's mine. I found it. It came to me!","BAG END -- NIGHT",1628.8,1641.1,"Well, no. And yes. Now it comes to it, I don't feel like parting with it. It's mine. I found it! It came to me!"
"255","!","ANGLE ON: GANDALF LOOKS DOWN AT BILBO WITH RISING CONCERN.
","BAG END -- NIGHT",0,0,""
"256","GANDALF","There's no need to get angry.","BAG END -- NIGHT",1641.4,1645.4,"- There's no need to get angry."
"257","!","","BAG END -- NIGHT",0,0,""
"258","BILBO","Well, if I'm angry, it's your fault! It's mine. My own, my precious.","BAG END -- NIGHT",1641.4,1655.7,"- Well, if I'm angry, it's your fault!  It's mine. My own. - My precious."
"259","!","CONTINUED:

","BAG END -- NIGHT",0,0,""
"260","GANDALF","Precious? It's been called that before, but not by you.","BAG END -- NIGHT",1651.9,1658.8,"- Precious?  It's been called that before, but not by you."
"261","!","","BAG END -- NIGHT",0,0,""
"262","BILBO","So? What business is it of yours what I do with my own things? Bilbo's voice, shape and manner have suddenly changed.","BAG END -- NIGHT",1659.2,1664.6,"What business is it of yours what I do with my own things? I think you've had that ring quite long enough."
"263","!","","BAG END -- NIGHT",0,0,""
"264","GANDALF","I think you've had that ring quite long enough.","BAG END -- NIGHT",0,0,""
"265","!","","BAG END -- NIGHT",0,0,""
"266","BILBO","You want it for yourself!","BAG END -- NIGHT",1664.9,1667.6,"- You want it for yourself!"
"267","!","Gandalf rises to his full height, his eyes flash, his shadow
suddenly seems to fill the room
","BAG END -- NIGHT",0,0,""
"268","GANDALF","Bilbo Baggins do not take me for some conjurer of cheap tricks!","BAG END -- NIGHT",1664.9,1672,"- Bilbo Baggins!  Do not take me for some conjurer of cheap tricks."
"269","!","Bilbo cowers from Gandalf, disarmed by his power...a
frightened Hobbit. Gandalf's expression softens.
","BAG END -- NIGHT",0,0,""
"270","GANDALF","I am not trying to rob you. I am trying to help you.","BAG END -- NIGHT",1672.4,1682.7,"I am not trying to rob you. I'm trying to help you."
"271","!","Sobbing, Bilbo runs to Gandalf and hugs him.
","BAG END -- NIGHT",0,0,""
"272","GANDALF","All you long years we've been friends...trust me as you once did. Let it go!","BAG END -- NIGHT",1691.2,1700.7,"All your long years, we've been friends. Trust me as you once did. Let it go."
"273","!","","BAG END -- NIGHT",0,0,""
"274","BILBO","You're right, Gandalf...the ring must go to Frodo.","BAG END -- NIGHT",1701.9,1709,"You're right, Gandalf. The ring must go to Frodo."
"275","!","Bilbo lifts his knapsack and heads for the front door.
","BAG END -- NIGHT",0,0,""
"276","BILBO","It's late, the road is long... yes, it is time.","BAG END -- NIGHT",1710.5,1713.4,"It's late. The road is long... yes it is time."
"277","!","","BAG END -- NIGHT",0,0,""
"278","GANDALF","Bilbo?","BAG END -- NIGHT",0,0,""
"279","!","CONTINUED: (2)

","BAG END -- NIGHT",0,0,""
"280","GANDALF","The ring is still in your pocket.","BAG END -- NIGHT",1718.9,1723.7,"Bilbo, the ring is still in your pocket."
"281","!","Bilbo hesitates...reaches into his pocket.
","BAG END -- NIGHT",0,0,""
"282","BILBO","Oh, yes.","BAG END -- NIGHT",0,0,""
"283","!","CLOSE ON: Bilbo pulls out the ring...he stares at it in his
palm. With all his will power, Bilbo allows the ring to
slowly slide off his palm and drop to the floor. CLOSE ON:
The tiny ring lands with a heavy thud on the wooden floor.

EXT. BAG END -- NIGHT


Bilbo staggering out of Bag end...he braces himself in the
night air, Pale and Trembling, as if his loss of the ring has
weakened him. Gandalf steps up behind.
","BAG END -- NIGHT",0,0,""
"284","BILBO","I've thought up and ending for my book...""And he lived happily ever after to the end of his days.""","BAG END -- NIGHT",1758.7,1768.1,"I've thought up an ending for my book: ""And he lived happily ever after to the end of his days."""
"285","!","","BAG END -- NIGHT",0,0,""
"286","GANDALF","I'm sure you will, my dear friend.","BAG END -- NIGHT",1768.6,1771.9,"I'm sure you will, my dear friend."
"287","!","","BAG END -- NIGHT",0,0,""
"288","BILBO","Goodbye, Gandalf.","BAG END -- NIGHT",1773,1774.4,"Goodbye, Gandalf."
"289","!","","BAG END -- NIGHT",0,0,""
"290","GANDALF","Goodbye, dear Bilbo.","BAG END -- NIGHT",1777,1779.7,"Goodbye, dear Bilbo."
"291","!","Bilbo walks away from Bag End, disappearing into the night,
softly singing: ""The Road goes on and on.""
","BAG END -- NIGHT",0,0,""
"292","GANDALF","Until our next meeting.","BAG END -- NIGHT",1794.4,1796.8,"Until our next meeting."
"293","!","INT. BAG END LIVING ROOM -- NIGHT

CLOSE ON: THE RING...Glinting on the floor...Gandalf circles
around it, a Puzzled look on his face. Gandalf slowly reaches
for the ring. His fingers barely touch the ring...the creepy
Hum rises on the soundtrack. Gandalf is sitting in front of
the fire, with his pipe...staring into the flickering flames.




CONTINUED:

","BAG END LIVING ROOM -- NIGHT",0,0,""
"294","BILBO","It's mine, my own, my precious.","BAG END LIVING ROOM -- NIGHT",1824.2,1831.4,"It's mine. My own. My precious."
"295","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"296","GANDALF","Riddles in the dark.","BAG END LIVING ROOM -- NIGHT",1831.7,1834.5,"Riddles in the dark."
"297","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"298","FRODO","Bilbo! Bilbo!","BAG END LIVING ROOM -- NIGHT",1834.9,1837.9,"Bilbo! Bilbo!"
"299","!","Frodo rushes into Bag End...he stops and picks up the ring at
his feet. Gandalf continues staring into the fire, as if
locked in thought.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"300","GANDALF","My precious...precious..","BAG END LIVING ROOM -- NIGHT",1841.7,1848.3,"My precious. Precious."
"301","!","","BAG END LIVING ROOM -- NIGHT",0,0,""
"302","FRODO","He's gone, hasn't he?","BAG END LIVING ROOM -- NIGHT",1848.6,1851,"He's gone, hasn't he?"
"303","!","Frodo steps into the living room.
","BAG END LIVING ROOM -- NIGHT",0,0,""
"304","FRODO","He talked for so long about leaving...I didn't think he'd really do it.","BAG END LIVING ROOM -- NIGHT",1854,1859.8,"He talked for so long about leaving... ...I didn't think he'd really do it."
