"hero";"quote";"id";"scene_nr";"scene_title";"episode_nr";"episode_title"
"ANAKIN";" Padme tells me you teach at the university?";2416;60;" PADME'S PARENTS' GARDEN - AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" There have been two attempts on her life. Chances are there'll be more. My Master is tracking down the assassins. I'm sure he'll find out who they are. This situation, won't last long.";2487;62;" PADME'S PARENTS' GARDEN - AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I don't either.";2499;62;" PADME'S PARENTS' GARDEN - AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I just want to get there before dark.";2508;63;" PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (continuing) You still live at home.";2514;63;" PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I never had a real home. Home was always where my Mom was.";2524;63;" PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (continuing) Is this you?";2530;63;" PADME'S PARENTS' HOUSE, PADME'S ROOM - AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I do too. I guess it comes from growing up on a desert planet.";2663;67;" NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I don’t like sand. It’s coarse and rough and irritating, and it gets everywhere. Not like here. Here everything’s soft... and smooth...";2675;67;" NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (looks into her eyes) Everything here is magical.";2691;67;" NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Sometimes, when you believe something to be real, it becomes real. Real enough, anyway...";2701;67;" NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I think it's true...";2713;67;" NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I'm sorry. When I'm around you, my mind is no longer my own.";2721;67;" NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" ...the view.";2730;67;" NABOO LAKE RETREAT, LODGE, GARDEN TERRACEM LATE AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" What?";2814;71;" NABOO LAKE RETREAT, DINING ROOM - LATE AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I'm not really supposed to do that... for fun, I mean. If Master Obi-Wan were here, he'd be very grumpy.";2830;71;" NABOO LAKE RETREAT, DINING ROOM - LATE AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" May I tell you something?";2843;72;" NABOO LAKE RETREAT, LODGE, FIREPLACE ALCOVE - TWILIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Then how can I tell you?";2849;72;" NABOO LAKE RETREAT, LODGE, FIREPLACE ALCOVE - TWILIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" It doesn't work around you. My mind is always a muddle... I can only think of you.";2856;72;" NABOO LAKE RETREAT, LODGE, FIREPLACE ALCOVE - TWILIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" From the moment I met you, all those years ago, a day hasn't gone by when I haven't thought of you. And now that I'm close to you again, I'm in agony. The closer I get to you, the worse it gets. The thought of not being with you mskes my stomach turn over - my mouth goes dry. I feel dizzy. I can't breathe. I'm haunted by the kiss you should never have given me. My heart is beating, hoping that kiss will not become a scar. You are in my very soul, tormenting me. What can I do? I will do anything you ask...";2864;72;" NABOO LAKE RETREAT, LODGE, FIREPLACE ALCOVE - TWILIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (continuing) If you are suffering as much as I am, tell me.";2884;72;" NABOO LAKE RETREAT, LODGE, FIREPLACE ALCOVE - TWILIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Anything's possible. Padme, please listen...";2893;72;" NABOO LAKE RETREAT, LODGE, FIREPLACE ALCOVE - TWILIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Then you do feel something! There's an extraordinary connection between us. You can't deny that.";2907;72;" NABOO LAKE RETREAT, LODGE, FIREPLACE ALCOVE - TWILIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I was destined to be a Jedi. I don't think I could be anything else. But you are asking me to be rational. That is something I know I cannot do. I wish I could wish my feelings away... but I can't.";2922;72;" NABOO LAKE RETREAT, LODGE, FIREPLACE ALCOVE - TWILIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" It wouldn't have to be that way... we could keep it a secret.";2939;72;" NABOO LAKE RETREAT, LODGE, FIREPLACE ALCOVE - TWILIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" ...No, you're right. It would destroy us.";2953;72;" NABOO LAKE RETREAT, LODGE, FIREPLACE ALCOVE - TWILIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Sure you do... you just don't want to tell me.";3062;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" They only work on the weak-minded. You are anything but weak-minded.";3070;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" All right, I get the picture... whatever happened to him?";3082;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Maybe he was the smart one.";3090;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I like two or three, but I'm not really sure about one of them. (smiling) I don't think the system works.";3097;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" We need a system where the politicians sit down and discuss the problems, agree what's in the best interests of all the people, and then do it.";3106;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Then they should be made to.";3119;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I don't know. Someone.";3125;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Of course not me.";3131;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Someone wise.";3137;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Well, if it works...";3146;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (sarcastic) On no, I'd be much too frightened to tease a Senator.";3154;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" You're always so serious. Always carrying the weight of the universe on your shoulders.";3164;77;" NABOO, MOUNTAIN MEADOW - LATER AFTERNOON";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" No...No...No...Mom!...Don't, no, don't!";3383;89;" NABOO LAKE RETREAT, ANAKIN'S BEDROOM - NIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (eyes closed) Don't go.";3390;90;" NABOO LAKE RETREAT, LODGE, BALCONY OVERLOOKING GARDENS - MORNING";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Your presence is soothing.";3397;90;" NABOO LAKE RETREAT, LODGE, BALCONY OVERLOOKING GARDENS - MORNING";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Jedi don't have nightmares.";3406;90;" NABOO LAKE RETREAT, LODGE, BALCONY OVERLOOKING GARDENS - MORNING";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I saw my mother. I saw her as clearly as I see you now. She's suffering, Padme. She is in pain...They're killing her! (getting up) I know I'm disobeying my mandate to protect you, Senator. I know I will be punished and possibly thrown out of the Jedi Order, but I must go. I have to help her! I'm sorry, Padme. I don't have a choice.";3414;90;" NABOO LAKE RETREAT, LODGE, BALCONY OVERLOOKING GARDENS - MORNING";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" What about Master Obi-wan?";3436;90;" NABOO LAKE RETREAT, LODGE, BALCONY OVERLOOKING GARDENS - MORNING";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (to the droid driver) Wait, please.";3596;96;" TATOOINE, MOS ESPA STREETS AND WATTO'S SHIP - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (arriving) Excuse me, Watto.";3606;96;" TATOOINE, MOS ESPA STREETS AND WATTO'S SHIP - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (in Huttese) I said excuse me.";3614;96;" TATOOINE, MOS ESPA STREETS AND WATTO'S SHIP - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Let me help you with that.";3635;96;" TATOOINE, MOS ESPA STREETS AND WATTO'S SHIP - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (continuing) I'm looking for Shmi Skywalker.";3640;96;" TATOOINE, MOS ESPA STREETS AND WATTO'S SHIP - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" My mother...";3665;96;" TATOOINE, MOS ESPA STREETS AND WATTO'S SHIP - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Sold her...";3672;96;" TATOOINE, MOS ESPA STREETS AND WATTO'S SHIP - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Do you know where they are?";3684;96;" TATOOINE, MOS ESPA STREETS AND WATTO'S SHIP - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I'd like to know.";3692;96;" TATOOINE, MOS ESPA STREETS AND WATTO'S SHIP - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Threepio?";3792;104;" TATOOINE, DESERT, HOMESTEAD MOISTURE FARM - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I've come to see my mother.";3804;104;" TATOOINE, DESERT, HOMESTEAD MOISTURE FARM - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I'm Anakin Skywalker. I'm here looking for my mother.";3826;105;" TATOOINE, HOMESTEAD, COURTYARD - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Is my mother here?";3846;105;" TATOOINE, HOMESTEAD, COURTYARD - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" To find my mother.";3902;107;" TATOOINE, HOMESTEAD, DINING AREA - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I can feel her pain, and I will find her. I know she's alive.";3911;107;" TATOOINE, HOMESTEAD, DINING AREA - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" You are going to have to stay here. These are good people, Padme. You'll be safe.";3920;108;" TATOOINE, HOMESTEAD, MOISTURE FARM - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I trust you'll watch over her, Owen.";3933;108;" TATOOINE, HOMESTEAD, MOISTURE FARM - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I won't be long.";3942;108;" TATOOINE, HOMESTEAD, MOISTURE FARM - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Mom... Mom... Mom... ";4140;124;" TUSKEN RAIDER HUTT - NIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I’m here, Mom. You’re safe. Hang on. I’m going to get you out of here...";4150;124;" TUSKEN RAIDER HUTT - NIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Just stay with me, Mom. I’m going to make you well again. Everything’s going to be fine.";4159;124;" TUSKEN RAIDER HUTT - NIGHT";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I'm going after him!";4436;132;" TATOOINE, HOMESTEAD, GARAGE - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Yeah, you're right, you're right.";4444;132;" TATOOINE, HOMESTEAD, GARAGE - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Understood, Master.";4460;134;" COCKPIT, NABOO STARSHIP - SUNSET";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" If he's still alive.";4473;134;" COCKPIT, NABOO STARSHIP - SUNSET";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" ...He's like my father, but you heard Master Windu. He gave me strict orders to stay here.";4481;134;" COCKPIT, NABOO STARSHIP - SUNSET";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Hey, where are you going?";4627;141;" COCKPIT, NAOO STARFIGHTER - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" No! You're not!";4635;141;" COCKPIT, NAOO STARFIGHTER - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I'm not letting you go out there. It's too dangerous.";4643;141;" COCKPIT, NAOO STARFIGHTER - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" It's my job to protect you. I said it's too dangerous. You're not going, and that's final!";4650;141;" COCKPIT, NAOO STARFIGHTER - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Don't be afraid.";4888;146;" GEONOSIS TUNNEL TO EXECUTION ARENA - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" What are you talking about?";4896;146;" GEONOSIS TUNNEL TO EXECUTION ARENA - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" You love me?! I thought we decided not to fall in love. That we would be forced to live a lie. That it would destroy our lives...";4902;146;" GEONOSIS TUNNEL TO EXECUTION ARENA - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I have no desire to be cured of this love either. Long or short, I vow to spend the rest of my life with you.";4920;146;" GEONOSIS TUNNEL TO EXECUTION ARENA - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I retransmitted it as you requested, Master. Then we decided to come and rescue you.";4937;147;" GEONOSIS, EXECUTION ARENA - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I have a bad feeling about this.";4963;147;" GEONOSIS, EXECUTION ARENA - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" What about Padme?";4974;147;" GEONOSIS, EXECUTION ARENA - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" You okay?";5005;147;" GEONOSIS, EXECUTION ARENA - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Jump!!!";5012;147;" GEONOSIS, EXECUTION ARENA - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" It's Dooku, go after him!";5219;160;" GUNSHIP NUMBER TWO - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (continuing) Padme!!!";5224;160;" GUNSHIP NUMBER TWO - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" (continuing; to pilot) Put the ship down! Down!";5230;160;" GUNSHIP NUMBER TWO - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" No we're not!! Land this ship!";5238;160;" GUNSHIP NUMBER TWO - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I don't care!.. Go back.";5248;160;" GUNSHIP NUMBER TWO - DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I'm taking him now!";5283;161;" GEONOSIS, SECRET HANGER TOWER - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" You'll pay for all the Jedi you've killed today, Dooku.";5289;161;" GEONOSIS, SECRET HANGER TOWER - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" I'm a slow learner.";5361;161;" GEONOSIS, SECRET HANGER TOWER - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" Don't bet on it!";5371;161;" GEONOSIS, SECRET HANGER TOWER - LATE DAY";2;"Star Wars: Episode II - Attack of the Clones"
"ANAKIN";" There isn't a droid made that can out fly you, Master, and no other way to get to the Chancellor . . . ";12;3;"ANAKINS STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Break left, fly through the guns on that tower. ";19;5;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Don't worry. I'm coming around behind you. ";22;5;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Dead ahead! Closing . . . lock onto him, Artoo . . . ";25;5;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" (continuing, laughs) We got him, Artoo! ";27;5;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I copy, Artoo. ";29;5;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Good idea ... I need some room to maneuver. ";31;5;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" (continuing) Cut right. Do you hear me?! Cut right. Don't let him get a handle on you. Come on, Artoo, lock on! Lock on! ";33;5;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" We're locked on ... we've got him . . . ";40;5;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" (continuing) Yeah! We got him . . . good going, Artoo. ";42;5;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Lock onto them, Artoo. Master, General Grievous's ship is directly ahead. ";45;5;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" (continuing) The one crawling with vulture droids. ";47;5;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Come on, Master. ";51;6;"OBI-WAN'S STARFIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" This is where the fun begins. Ten Vulture Droids straight ahead, coming down the left side. ";59;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I'm going head to head. See you. ";62;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Incoming!! ";66;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Here we go. ";70;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Hang on. There are four more of them. ";73;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I'm coming around. I'm coming around on your tail. ";75;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" How many back there. Artoo? (Artoo beeps) Three . . . (continuing) Four . . . that's not good. ";79;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I know. I know! ";81;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I know. I know! ";83;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I'm going low and left. ";85;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Hang on, Artoo. Obi-Wan, do you copy? I'm going to pull them through the needle . . . ";89;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Sorry, no choice. Come down here and thin them out a little. ";91;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Easy, Artoo . . . we've done this before. ";97;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Wrong thought, Artoo. ";100;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" (continuing) I'm through. ";102;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I'm going to go help them out! ";108;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Missiles! Pull up! ";111;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" They're coming around! ";115;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Surge all power units. Artoo! Stand by the reverse thrusters. ";117;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" We got 'em. Artoo! ";119;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I see them . . . Buzz Droids. ";124;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Move to the right so I can get a clear shot at them. ";129;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Steady . . . steady . . . ";133;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I agree, bad idea. Swing right . . . ease over . . . steady . . . ";135;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Move to the right. ";137;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I'm not leaving without you, Master. ";139;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Get 'em, Artoo. Watch out! ";143;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Yeah, you got him! ";146;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Stay on my wing . . . the General's Command Ship is dead ahead. Easy . . . pull up ... Head for the hangar. ";148;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Oh?!? Sorry, Master. ";150;8;"ANAKIN'S FIGHTER COCKPIT-SPACE";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Tap into the ship's computers. ";159;9;"MAIN HANGAR-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I sense Count Dooku . . . ";162;9;"MAIN HANGAR-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Next move? ";164;9;"MAIN HANGAR-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Artoo, go back. I need you to stay with the ship. ";167;9;"MAIN HANGAR-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Ready. ";181;11;" HANGAR-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Well then, we're safe for the time being. ";186;12;" GENERATOR ROOM-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" They're sealing this section off. ";189;12;" GENERATOR ROOM-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Keep moving. There must be vents . . . This way. ";192;12;" GENERATOR ROOM-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I found our escape vent. ";197;12;" GENERATOR ROOM-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Only in your mind. My Master. Look, no structure. . . . ";199;12;" GENERATOR ROOM-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Here's a way out. ";203;13;" VENT SHAFT-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" The blast will break the hull. This side's pressurized. ";210;15;" HALLWAY-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Destroyers!! ";225;20;" WIDE HALLWAY-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" No, did you? ";234;22;" ELEVATOR-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Well, there's more than one way out of here. ";236;22;" ELEVATOR-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" What was that all about? ";286;36;" ELEVATOR SHAFT-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" No loose wire jokes . . . He's doing the best he can. ";288;36;" ELEVATOR SHAFT-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" He's trying! ";290;36;" ELEVATOR SHAFT-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" Are you all right? ";299;38;" GENERAL'S QUARTER'S-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I was about to say that. ";303;38;" GENERAL'S QUARTER'S-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" My powers have doubled since the last time we met, Count. ";313;38;" GENERAL'S QUARTER'S-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" I shouldn't . . . ";327;39;" GENERAL'S QUARTERS-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
"ANAKIN";" ... I couldn't stop myself. ";330;39;" GENERAL'S QUARTERS-TRADE FEDERATION CRUISER";3;"Star Wars: Episode III – Revenge of the Sith"
