"","scene","person","script","place","daytime","emo","hero"
"463",34,"NICK FURY","the world sorely needs."," BROOKLYN GYM ","NIGHT","negative","hero"
"464",34,"STEVE/CAPTAIN AMERICA","STEVE"," BROOKLYN GYM ","NIGHT","trust","alter ego"
"465",34,"STEVE/CAPTAIN AMERICA","Who took it from you?"," BROOKLYN GYM ","NIGHT","trust","alter ego"
"466",34,"NICK FURY","NICK FURY"," BROOKLYN GYM ","NIGHT","negative","hero"
"467",34,"NICK FURY","He's called Loki. He's not from around"," BROOKLYN GYM ","NIGHT","negative","hero"
"468",34,"NICK FURY","here. There's a lot we'll have to bring"," BROOKLYN GYM ","NIGHT","negative","hero"
"469",34,"NICK FURY","you up to speed on if you're in. The"," BROOKLYN GYM ","NIGHT","negative","hero"
"470",34,"NICK FURY","world has gotten even stranger than you"," BROOKLYN GYM ","NIGHT","negative","hero"
"471",34,"NICK FURY","already know."," BROOKLYN GYM ","NIGHT","negative","hero"
"472",34,"STEVE/CAPTAIN AMERICA","STEVE"," BROOKLYN GYM ","NIGHT","trust","alter ego"
"473",34,"STEVE/CAPTAIN AMERICA","At this point, I doubt anything would"," BROOKLYN GYM ","NIGHT","trust","alter ego"
"474",34,"STEVE/CAPTAIN AMERICA","surprise me."," BROOKLYN GYM ","NIGHT","trust","alter ego"
"475",34,"NICK FURY","NICK FURY"," BROOKLYN GYM ","NIGHT","negative","hero"
"476",34,"NICK FURY","Ten bucks says you're wrong. There's a"," BROOKLYN GYM ","NIGHT","negative","hero"
"477",34,"NICK FURY","debriefing package waiting for you back"," BROOKLYN GYM ","NIGHT","negative","hero"
"478",34,"NICK FURY","at your apartment."," BROOKLYN GYM ","NIGHT","negative","hero"
"479",34,"NICK FURY","Steve turns and picks up a punching bag. Starts walking out of"," BROOKLYN GYM ","NIGHT","negative","hero"
"480",34,"NICK FURY","the gym."," BROOKLYN GYM ","NIGHT","negative","hero"
"481",34,"NICK FURY","NICK FURY"," BROOKLYN GYM ","NIGHT","negative","hero"
"482",34,"NICK FURY","Is there anything you can tell us about"," BROOKLYN GYM ","NIGHT","negative","hero"
"483",34,"NICK FURY","the Tesseract that we ought to know"," BROOKLYN GYM ","NIGHT","negative","hero"
"484",34,"NICK FURY","now?"," BROOKLYN GYM ","NIGHT","negative","hero"
"485",34,"STEVE/CAPTAIN AMERICA","STEVE"," BROOKLYN GYM ","NIGHT","trust","alter ego"
"486",34,"STEVE/CAPTAIN AMERICA","You should have left it in the ocean."," BROOKLYN GYM ","NIGHT","trust","alter ego"
"487",35,"TONY/IRON MAN","TONY"," OCEAN ","NIGHT","positive","alter ego"
"488",35,"TONY/IRON MAN","You're good on this end. The rest is up"," OCEAN ","NIGHT","positive","alter ego"
"489",35,"TONY/IRON MAN","to you."," OCEAN ","NIGHT","positive","alter ego"
"490",35,"TONY/IRON MAN","TONY"," OCEAN ","NIGHT","positive","alter ego"
"491",35,"TONY/IRON MAN","Stark Tower is about to become a beacon"," OCEAN ","NIGHT","positive","alter ego"
"492",35,"TONY/IRON MAN","of self-sustaining clean energy."," OCEAN ","NIGHT","positive","alter ego"
"493",35,"TONY/IRON MAN","TONY"," OCEAN ","NIGHT","positive","alter ego"
"494",35,"TONY/IRON MAN","I assume. Light her up."," OCEAN ","NIGHT","positive","alter ego"
"495",35,"TONY/IRON MAN","As IRON MAN flies to the STARK TOWER BUILDING, the power is"," OCEAN ","NIGHT","positive","alter ego"
"496",35,"TONY/IRON MAN","switched on and the STARK sign LIGHTS UP."," OCEAN ","NIGHT","positive","alter ego"
"497",35,"TONY/IRON MAN","TONY"," OCEAN ","NIGHT","positive","alter ego"
"498",35,"TONY/IRON MAN","Like Christmas, but with more... me."," OCEAN ","NIGHT","positive","alter ego"
"499",35,"TONY/IRON MAN","TONY"," OCEAN ","NIGHT","positive","alter ego"
"500",35,"TONY/IRON MAN","Pepper, you're killing me. Remember?"," OCEAN ","NIGHT","positive","alter ego"
"501",35,"TONY/IRON MAN","Enjoy the moment."," OCEAN ","NIGHT","positive","alter ego"
"502",35,"TONY/IRON MAN","TONY"," OCEAN ","NIGHT","positive","alter ego"
"503",35,"TONY/IRON MAN","I'm not in. I'm actually out."," OCEAN ","NIGHT","positive","alter ego"
"504",35,"TONY/IRON MAN","TONY"," OCEAN ","NIGHT","positive","alter ego"
"505",35,"TONY/IRON MAN","Close the line Jarvis. I got a date."," OCEAN ","NIGHT","positive","alter ego"
"506",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"507",36,"TONY/IRON MAN","Of course they are, I was directly"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"508",36,"TONY/IRON MAN","involved. Which brings me to my next"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"509",36,"TONY/IRON MAN","question: how does it feel to be a"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"510",36,"TONY/IRON MAN","genius?"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"511",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"512",36,"TONY/IRON MAN","What do you mean? All this came from"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"513",36,"TONY/IRON MAN","you."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"514",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"515",36,"TONY/IRON MAN","Give yourself some credit, please."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"516",36,"TONY/IRON MAN","Stark Tower is your baby. Give"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"517",36,"TONY/IRON MAN","yourself... twelve percent of the"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"518",36,"TONY/IRON MAN","credit."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"519",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"520",36,"TONY/IRON MAN","An argument can be made for fifteen."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"521",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"522",36,"TONY/IRON MAN","Well, I did do all the heavy lifting."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"523",36,"TONY/IRON MAN","Literally, I lifted the heavy things."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"524",36,"TONY/IRON MAN","And sorry, but the security snafu? That"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"525",36,"TONY/IRON MAN","was on you."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"526",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"527",36,"TONY/IRON MAN","My private elevator..."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"528",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"529",36,"TONY/IRON MAN","...was teeming with sweaty workmen. I'm"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"530",36,"TONY/IRON MAN","going to pay for that comment about"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"531",36,"TONY/IRON MAN","percentages in some subtle way later,"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"532",36,"TONY/IRON MAN","aren't I?"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"533",36,"TONY/IRON MAN","Pepper pours herself and Tony a glass of champagne."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"534",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"535",36,"TONY/IRON MAN","I'll tell you what. Next building's"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"536",36,"TONY/IRON MAN","gonna say 'Potts' on the tower."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"537",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"538",36,"TONY/IRON MAN","...Call your mom, can you bunk over?"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"539",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"540",36,"TONY/IRON MAN","You have reached the life model decoy"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"541",36,"TONY/IRON MAN","of Tony Stark, please leave a message."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"542",36,"TONY/IRON MAN","AGENT PHIL COULSON"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"543",36,"TONY/IRON MAN","This is urgent."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"544",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"545",36,"TONY/IRON MAN","Then leave it urgently."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"546",36,"TONY/IRON MAN","At that moment the elevator door opens and Coulson appears."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"547",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"548",36,"TONY/IRON MAN","Security breach."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"549",36,"TONY/IRON MAN","(TO PEPPER)"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"550",36,"TONY/IRON MAN","That's on you."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"551",36,"TONY/IRON MAN","AGENT PHIL COULSON"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"552",36,"TONY/IRON MAN","Mr. Stark."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"553",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"554",36,"TONY/IRON MAN","Phil? Uh, his first name is Agent."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"555",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"556",36,"TONY/IRON MAN","Which is why he can't stay."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"557",36,"TONY/IRON MAN","AGENT PHIL COULSON"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"558",36,"TONY/IRON MAN","We need you to look this over."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"559",36,"TONY/IRON MAN","(he holds out a file towards"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"560",36,"TONY/IRON MAN","STARK)"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"561",36,"TONY/IRON MAN","Soon as possible."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"562",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"563",36,"TONY/IRON MAN","I don't like being handed things."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"564",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"565",36,"TONY/IRON MAN","Official consulting hours are between"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"566",36,"TONY/IRON MAN","eight and five every other Thursday."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"567",36,"TONY/IRON MAN","AGENT PHIL COULSON"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"568",36,"TONY/IRON MAN","This isn't a consultation."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"569",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"570",36,"TONY/IRON MAN","The Avengers Initiative was scrapped, I"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"571",36,"TONY/IRON MAN","thought. And I didn't even qualify."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"572",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"573",36,"TONY/IRON MAN","Yeah, apparently I'm volatile, self-"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"574",36,"TONY/IRON MAN","obsessed, don't play well with others."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"575",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"576",36,"TONY/IRON MAN","Whatever. Miss Potts, got a minute?"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"577",36,"TONY/IRON MAN","Pepper walks over to Tony who places the files into his own"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"578",36,"TONY/IRON MAN","databases."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"579",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"580",36,"TONY/IRON MAN","You know, I thought we were having a"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"581",36,"TONY/IRON MAN","moment."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"582",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"583",36,"TONY/IRON MAN","How did you notice? Why is he Phil?"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"584",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"585",36,"TONY/IRON MAN","This is, uh..."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"586",36,"TONY/IRON MAN","Tony EXPANDS his arms and different profiles appear in"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"587",36,"TONY/IRON MAN","holographic form floating in the air in front of Tony and"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"588",36,"TONY/IRON MAN","Pepper."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"589",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"590",36,"TONY/IRON MAN","This."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"591",36,"TONY/IRON MAN","Screens appear of CAPTAIN AMERICA IN ACTION, the HULK ROARING AS"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"592",36,"TONY/IRON MAN","HE ATTACKS THE ARMY AT CULVER UNIVERSITY, THOR FIGHTING THE"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"593",36,"TONY/IRON MAN","DESTROYER and another is of Loki and the Tesseract, to which"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"594",36,"TONY/IRON MAN","Stark and Pepper look on in awe."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"595",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"596",36,"TONY/IRON MAN","Tomorrow."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"597",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"598",36,"TONY/IRON MAN","Well, what if I didn't?"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"599",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"600",36,"TONY/IRON MAN","Yeah."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"601",36,"TONY/IRON MAN","TONY"," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"602",36,"TONY/IRON MAN","Square deal. It's the last date."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"603",36,"TONY/IRON MAN","Pepper kisses him."," TONY'S PENTHOUSE ","NIGHT","positive","alter ego"
"604",37,"STEVE/CAPTAIN AMERICA","STEVE"," QUINJET ","DAY","positive","alter ego"
"605",37,"STEVE/CAPTAIN AMERICA","So, this Doctor Banner was trying to"," QUINJET ","DAY","positive","alter ego"
"606",37,"STEVE/CAPTAIN AMERICA","replicate the serum that was used on"," QUINJET ","DAY","positive","alter ego"
"607",37,"STEVE/CAPTAIN AMERICA","me?"," QUINJET ","DAY","positive","alter ego"
"608",37,"STEVE/CAPTAIN AMERICA","AGENT PHIL COULSON"," QUINJET ","DAY","positive","alter ego"
"609",37,"STEVE/CAPTAIN AMERICA","A lot of people were. You were the"," QUINJET ","DAY","positive","alter ego"
"610",37,"STEVE/CAPTAIN AMERICA","world's first superhero. Banner thought"," QUINJET ","DAY","positive","alter ego"
"611",37,"STEVE/CAPTAIN AMERICA","gamma radiation might hold the key to"," QUINJET ","DAY","positive","alter ego"
"612",37,"STEVE/CAPTAIN AMERICA","unlocking Erskine's original formula."," QUINJET ","DAY","positive","alter ego"
"613",37,"STEVE/CAPTAIN AMERICA","The Hulk roars with fury as he slams a jeep apart."," QUINJET ","DAY","positive","alter ego"
"614",37,"STEVE/CAPTAIN AMERICA","STEVE"," QUINJET ","DAY","positive","alter ego"
"615",37,"STEVE/CAPTAIN AMERICA","Didn't really go his way, did it?"," QUINJET ","DAY","positive","alter ego"
"616",37,"STEVE/CAPTAIN AMERICA","AGENT PHIL COULSON"," QUINJET ","DAY","positive","alter ego"
"617",37,"STEVE/CAPTAIN AMERICA","Not so much. When he's not that thing"," QUINJET ","DAY","positive","alter ego"
"618",37,"STEVE/CAPTAIN AMERICA","though, guy's like a Stephen Hawking."," QUINJET ","DAY","positive","alter ego"
"619",37,"STEVE/CAPTAIN AMERICA","Steve looks confused."," QUINJET ","DAY","positive","alter ego"
"620",37,"STEVE/CAPTAIN AMERICA","AGENT PHIL COULSON"," QUINJET ","DAY","positive","alter ego"
"621",37,"STEVE/CAPTAIN AMERICA","He's like a smart person. I gotta say,"," QUINJET ","DAY","positive","alter ego"
"622",37,"STEVE/CAPTAIN AMERICA","it's an honor to meet you, officially."," QUINJET ","DAY","positive","alter ego"
"623",37,"STEVE/CAPTAIN AMERICA","Steve smiles at Coulson."," QUINJET ","DAY","positive","alter ego"
"624",37,"STEVE/CAPTAIN AMERICA","AGENT PHIL COULSON"," QUINJET ","DAY","positive","alter ego"
"625",37,"STEVE/CAPTAIN AMERICA","I sort of met you, I mean, I watched"," QUINJET ","DAY","positive","alter ego"
"626",37,"STEVE/CAPTAIN AMERICA","you while you were sleeping."," QUINJET ","DAY","positive","alter ego"
"627",37,"STEVE/CAPTAIN AMERICA","Steve looks down. He stands up, closes his laptop and walks to"," QUINJET ","DAY","positive","alter ego"
"628",37,"STEVE/CAPTAIN AMERICA","the side with Coulson following."," QUINJET ","DAY","positive","alter ego"
"629",37,"STEVE/CAPTAIN AMERICA","AGENT PHIL COULSON"," QUINJET ","DAY","positive","alter ego"
"630",37,"STEVE/CAPTAIN AMERICA","I mean, I was... I was present while"," QUINJET ","DAY","positive","alter ego"
"631",37,"STEVE/CAPTAIN AMERICA","you were unconscious from the ice. You"," QUINJET ","DAY","positive","alter ego"
"632",37,"STEVE/CAPTAIN AMERICA","know, it's really, it's just a... just"," QUINJET ","DAY","positive","alter ego"
"633",37,"STEVE/CAPTAIN AMERICA","a huge honor to have you on board."," QUINJET ","DAY","positive","alter ego"
"634",37,"STEVE/CAPTAIN AMERICA","STEVE"," QUINJET ","DAY","positive","alter ego"
"635",37,"STEVE/CAPTAIN AMERICA","Well, I hope I'm the man for the job."," QUINJET ","DAY","positive","alter ego"
"636",37,"STEVE/CAPTAIN AMERICA","AGENT PHIL COULSON"," QUINJET ","DAY","positive","alter ego"
"637",37,"STEVE/CAPTAIN AMERICA","Oh, you are. Absolutely. Uh... we've"," QUINJET ","DAY","positive","alter ego"
"638",37,"STEVE/CAPTAIN AMERICA","made some modifications to the uniform."," QUINJET ","DAY","positive","alter ego"
"639",37,"STEVE/CAPTAIN AMERICA","I had a little design input."," QUINJET ","DAY","positive","alter ego"
"640",37,"STEVE/CAPTAIN AMERICA","STEVE"," QUINJET ","DAY","positive","alter ego"
"641",37,"STEVE/CAPTAIN AMERICA","The uniform? Aren't the stars and"," QUINJET ","DAY","positive","alter ego"
"642",37,"STEVE/CAPTAIN AMERICA","stripes a little... old fashioned?"," QUINJET ","DAY","positive","alter ego"
"643",37,"STEVE/CAPTAIN AMERICA","AGENT PHIL COULSON"," QUINJET ","DAY","positive","alter ego"
"644",37,"STEVE/CAPTAIN AMERICA","With everything that's happening, the"," QUINJET ","DAY","positive","alter ego"
"645",37,"STEVE/CAPTAIN AMERICA","things that are about to come to light,"," QUINJET ","DAY","positive","alter ego"
"646",37,"STEVE/CAPTAIN AMERICA","people might just need a little old"," QUINJET ","DAY","positive","alter ego"
"647",37,"STEVE/CAPTAIN AMERICA","fashioned."," QUINJET ","DAY","positive","alter ego"
"648",37,"STEVE/CAPTAIN AMERICA","Steve takes in Coulson's sentiment."," QUINJET ","DAY","positive","alter ego"
"649",39,"LOKI","LOKI"," THRONE ROOM ","NIGHT","anger","hero"
"650",39,"LOKI","Let them go at themselves. I will lead"," THRONE ROOM ","NIGHT","anger","hero"
"651",39,"LOKI","them into glorious battle."," THRONE ROOM ","NIGHT","anger","hero"
"652",39,"LOKI","LOKI"," THRONE ROOM ","NIGHT","anger","hero"
"653",39,"LOKI","Glorious, not lengthy. If your force is"," THRONE ROOM ","NIGHT","anger","hero"
"654",39,"LOKI","as formidable as you claim."," THRONE ROOM ","NIGHT","anger","hero"
"655",39,"LOKI","LOKI"," THRONE ROOM ","NIGHT","anger","hero"
"656",39,"LOKI","I was a king! The rightful king of"," THRONE ROOM ","NIGHT","anger","hero"
"657",39,"LOKI","Asgard! Betrayed!"," THRONE ROOM ","NIGHT","anger","hero"
"658",39,"LOKI","LOKI"," THRONE ROOM ","NIGHT","anger","hero"
"659",39,"LOKI","You don't have the Tesseract yet."," THRONE ROOM ","NIGHT","anger","hero"
"660",39,"LOKI","THE OTHER runs over to attack him, but stops as Loki points his"," THRONE ROOM ","NIGHT","anger","hero"
"661",39,"LOKI","scepter."," THRONE ROOM ","NIGHT","anger","hero"
"662",39,"LOKI","LOKI"," THRONE ROOM ","NIGHT","anger","hero"
"663",39,"LOKI","I don't threaten, but until I open the"," THRONE ROOM ","NIGHT","anger","hero"
"664",39,"LOKI","doors, until your force is mine to"," THRONE ROOM ","NIGHT","anger","hero"
"665",39,"LOKI","command, you are but words."," THRONE ROOM ","NIGHT","anger","hero"
"666",40,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"667",40,"STEVE/CAPTAIN AMERICA","Ma'am?"," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"668",40,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"669",40,"NATASHA/BLACK WIDOW","Hi."," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"670",40,"NATASHA/BLACK WIDOW","(TO COULSON)"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"671",40,"NATASHA/BLACK WIDOW","They need you on the bridge. Face time."," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"672",40,"NATASHA/BLACK WIDOW","AGENT PHIL COULSON"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"673",40,"NATASHA/BLACK WIDOW","See you there."," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"674",40,"NATASHA/BLACK WIDOW","Agent Coulson walks away leaving Steve with Natasha, walking"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"675",40,"NATASHA/BLACK WIDOW","towards the railing of the ship."," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"676",40,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"677",40,"NATASHA/BLACK WIDOW","There was quite the buzz around here,"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"678",40,"NATASHA/BLACK WIDOW","finding you in the ice. I thought"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"679",40,"NATASHA/BLACK WIDOW","Coulson was gonna swoon. Did he ask you"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"680",40,"NATASHA/BLACK WIDOW","to sign his Captain America trading"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"681",40,"NATASHA/BLACK WIDOW","cards yet?"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"682",40,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"683",40,"STEVE/CAPTAIN AMERICA","Trading cards?"," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"684",40,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"685",40,"NATASHA/BLACK WIDOW","They're vintage, he's very proud."," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"686",40,"NATASHA/BLACK WIDOW","Without realizing, Banner doesn't notice them walking as he"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"687",40,"NATASHA/BLACK WIDOW","isnervous as hell. He moves around as people keep walking in"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"688",40,"NATASHA/BLACK WIDOW","hisway."," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"689",40,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"690",40,"STEVE/CAPTAIN AMERICA","Dr. Banner."," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"691",40,"STEVE/CAPTAIN AMERICA","Steve walks up to Banner and shakes his hands."," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"692",40,"BANNER/HULK","BANNER"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"693",40,"BANNER/HULK","Oh, yeah. Hi. They told me you'd be"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"694",40,"BANNER/HULK","coming."," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"695",40,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"696",40,"STEVE/CAPTAIN AMERICA","Word is you can find the cube."," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"697",40,"BANNER/HULK","BANNER"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"698",40,"BANNER/HULK","Is that the only word on me?"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"699",40,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"700",40,"STEVE/CAPTAIN AMERICA","Only word I care about."," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"701",40,"BANNER/HULK","BANNER"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"702",40,"BANNER/HULK","(takes in the sentiment)"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"703",40,"BANNER/HULK","Must be strange for you, all of this."," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"704",40,"STEVE/CAPTAIN AMERICA","STEVE"," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"705",40,"STEVE/CAPTAIN AMERICA","Well, this is actually kind of"," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"706",40,"STEVE/CAPTAIN AMERICA","familiar."," HELICARRIER LANDING STRIP ","DAY","trust","alter ego"
"707",40,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"708",40,"NATASHA/BLACK WIDOW","Gentlemen, you may wanna step inside in"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
"709",40,"NATASHA/BLACK WIDOW","a minute. It's gonna get a little hard"," HELICARRIER LANDING STRIP ","DAY","anticipation","alter ego"
