"","scene","person","script","place","daytime","emo","hero"
"1678",69,"LOKI","What?"," HELICARRIER DETENTION SECTION ","NIGHT","negative","hero"
"1679",69,"NATASHA/BLACK WIDOW","NATASHA"," HELICARRIER DETENTION SECTION ","NIGHT","negative","alter ego"
"1680",69,"NATASHA/BLACK WIDOW","(ON EARPIECE)"," HELICARRIER DETENTION SECTION ","NIGHT","negative","alter ego"
"1681",69,"NATASHA/BLACK WIDOW","Loki means to unleash the Hulk. Keep"," HELICARRIER DETENTION SECTION ","NIGHT","negative","alter ego"
"1682",69,"NATASHA/BLACK WIDOW","Banner in the lab, I'm on my way. Send"," HELICARRIER DETENTION SECTION ","NIGHT","negative","alter ego"
"1683",69,"NATASHA/BLACK WIDOW","Thor as well."," HELICARRIER DETENTION SECTION ","NIGHT","negative","alter ego"
"1684",69,"NATASHA/BLACK WIDOW","(TO LOKI)"," HELICARRIER DETENTION SECTION ","NIGHT","negative","alter ego"
"1685",69,"NATASHA/BLACK WIDOW","Thank you for your cooperation."," HELICARRIER DETENTION SECTION ","NIGHT","negative","alter ego"
"1686",69,"NATASHA/BLACK WIDOW","Natasha quickly walks out, leaving Loki frozen."," HELICARRIER DETENTION SECTION ","NIGHT","negative","alter ego"
"1687",70,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1688",70,"NICK FURY","(ANGRY)"," BANNER'S LAB ","MORNING","negative","hero"
"1689",70,"NICK FURY","What are you doing, Mr. Stark?"," BANNER'S LAB ","MORNING","negative","hero"
"1690",70,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","negative","alter ego"
"1691",70,"TONY/IRON MAN","Uh...kind of been wondering the same"," BANNER'S LAB ","MORNING","negative","alter ego"
"1692",70,"TONY/IRON MAN","thing about you."," BANNER'S LAB ","MORNING","negative","alter ego"
"1693",70,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1694",70,"NICK FURY","You're supposed to be locating the"," BANNER'S LAB ","MORNING","negative","hero"
"1695",70,"NICK FURY","Tesseract."," BANNER'S LAB ","MORNING","negative","hero"
"1696",70,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","anger","alter ego"
"1697",70,"BANNER/HULK","We are. The model's locked and we're"," BANNER'S LAB ","MORNING","anger","alter ego"
"1698",70,"BANNER/HULK","sweeping for the signature now. When we"," BANNER'S LAB ","MORNING","anger","alter ego"
"1699",70,"BANNER/HULK","get a hit, we'll have the location"," BANNER'S LAB ","MORNING","anger","alter ego"
"1700",70,"BANNER/HULK","within half a mile."," BANNER'S LAB ","MORNING","anger","alter ego"
"1701",70,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","negative","alter ego"
"1702",70,"TONY/IRON MAN","And you'll get your cube back, no muss,"," BANNER'S LAB ","MORNING","negative","alter ego"
"1703",70,"TONY/IRON MAN","no fuss."," BANNER'S LAB ","MORNING","negative","alter ego"
"1704",70,"TONY/IRON MAN","(suddenly his monitor show a"," BANNER'S LAB ","MORNING","negative","alter ego"
"1705",70,"TONY/IRON MAN","collection of SECRET FILES)"," BANNER'S LAB ","MORNING","negative","alter ego"
"1706",70,"TONY/IRON MAN","What is PHASE 2?"," BANNER'S LAB ","MORNING","negative","alter ego"
"1707",70,"TONY/IRON MAN","Suddenly, Steve drops a HYDRA ASSAULT RIFLE on the table causing"," BANNER'S LAB ","MORNING","negative","alter ego"
"1708",70,"TONY/IRON MAN","Fury, Banner and Tony to turn around. Cap looks pissed."," BANNER'S LAB ","MORNING","negative","alter ego"
"1709",70,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","trust","alter ego"
"1710",70,"STEVE/CAPTAIN AMERICA","PHASE 2 is SHIELD uses the cube to make"," BANNER'S LAB ","MORNING","trust","alter ego"
"1711",70,"STEVE/CAPTAIN AMERICA","weapons."," BANNER'S LAB ","MORNING","trust","alter ego"
"1712",70,"STEVE/CAPTAIN AMERICA","(TO TONY)"," BANNER'S LAB ","MORNING","trust","alter ego"
"1713",70,"STEVE/CAPTAIN AMERICA","Sorry, the computer was moving a little"," BANNER'S LAB ","MORNING","trust","alter ego"
"1714",70,"STEVE/CAPTAIN AMERICA","slow."," BANNER'S LAB ","MORNING","trust","alter ego"
"1715",70,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1716",70,"NICK FURY","(trying to explain)"," BANNER'S LAB ","MORNING","negative","hero"
"1717",70,"NICK FURY","Rogers, we gathered everything related"," BANNER'S LAB ","MORNING","negative","hero"
"1718",70,"NICK FURY","to the Tesseract. This does not mean"," BANNER'S LAB ","MORNING","negative","hero"
"1719",70,"NICK FURY","that we're..."," BANNER'S LAB ","MORNING","negative","hero"
"1720",70,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","negative","alter ego"
"1721",70,"TONY/IRON MAN","I'm sorry, Nick."," BANNER'S LAB ","MORNING","negative","alter ego"
"1722",70,"TONY/IRON MAN","Tony moves the computer screen towards Fury which shows plans of"," BANNER'S LAB ","MORNING","negative","alter ego"
"1723",70,"TONY/IRON MAN","THE WEAPONS."," BANNER'S LAB ","MORNING","negative","alter ego"
"1724",70,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","negative","alter ego"
"1725",70,"TONY/IRON MAN","What were you lying?"," BANNER'S LAB ","MORNING","negative","alter ego"
"1726",70,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","trust","alter ego"
"1727",70,"STEVE/CAPTAIN AMERICA","I was wrong, director. The world hasn't"," BANNER'S LAB ","MORNING","trust","alter ego"
"1728",70,"STEVE/CAPTAIN AMERICA","changed a bit."," BANNER'S LAB ","MORNING","trust","alter ego"
"1729",70,"STEVE/CAPTAIN AMERICA","At that moment, Thor and Natasha walk into the lab. Natasha"," BANNER'S LAB ","MORNING","trust","alter ego"
"1730",70,"STEVE/CAPTAIN AMERICA","keeps her eyes right on Banner. Banner looks at her, PISSED."," BANNER'S LAB ","MORNING","trust","alter ego"
"1731",70,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","anger","alter ego"
"1732",70,"BANNER/HULK","Did you know about this?"," BANNER'S LAB ","MORNING","anger","alter ego"
"1733",70,"NATASHA/BLACK WIDOW","NATASHA"," BANNER'S LAB ","MORNING","positive","alter ego"
"1734",70,"NATASHA/BLACK WIDOW","You wanna think about removing yourself"," BANNER'S LAB ","MORNING","positive","alter ego"
"1735",70,"NATASHA/BLACK WIDOW","from this environment, doctor?"," BANNER'S LAB ","MORNING","positive","alter ego"
"1736",70,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","anger","alter ego"
"1737",70,"BANNER/HULK","I was in Calcutta, I was pretty well"," BANNER'S LAB ","MORNING","anger","alter ego"
"1738",70,"BANNER/HULK","removed."," BANNER'S LAB ","MORNING","anger","alter ego"
"1739",70,"NATASHA/BLACK WIDOW","NATASHA"," BANNER'S LAB ","MORNING","positive","alter ego"
"1740",70,"NATASHA/BLACK WIDOW","Loki's manipulating you."," BANNER'S LAB ","MORNING","positive","alter ego"
"1741",70,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","anger","alter ego"
"1742",70,"BANNER/HULK","And you've been doing what exactly?"," BANNER'S LAB ","MORNING","anger","alter ego"
"1743",70,"NATASHA/BLACK WIDOW","NATASHA"," BANNER'S LAB ","MORNING","positive","alter ego"
"1744",70,"NATASHA/BLACK WIDOW","You didn't come here because I bat my"," BANNER'S LAB ","MORNING","positive","alter ego"
"1745",70,"NATASHA/BLACK WIDOW","eyelashes at you."," BANNER'S LAB ","MORNING","positive","alter ego"
"1746",70,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","anger","alter ego"
"1747",70,"BANNER/HULK","Yes, and I'm not leaving because"," BANNER'S LAB ","MORNING","anger","alter ego"
"1748",70,"BANNER/HULK","suddenly you get a little twitchy. I'd"," BANNER'S LAB ","MORNING","anger","alter ego"
"1749",70,"BANNER/HULK","like to know why SHIELD is using the"," BANNER'S LAB ","MORNING","anger","alter ego"
"1750",70,"BANNER/HULK","Tesseract to build weapons of mass"," BANNER'S LAB ","MORNING","anger","alter ego"
"1751",70,"BANNER/HULK","destruction."," BANNER'S LAB ","MORNING","anger","alter ego"
"1752",70,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1753",70,"NICK FURY","Because of him."," BANNER'S LAB ","MORNING","negative","hero"
"1754",70,"NICK FURY","(pointing at Thor)"," BANNER'S LAB ","MORNING","negative","hero"
"1755",70,"THOR","THOR"," BANNER'S LAB ","MORNING","fear","hero"
"1756",70,"THOR","(STUNNED)"," BANNER'S LAB ","MORNING","fear","hero"
"1757",70,"THOR","Me?"," BANNER'S LAB ","MORNING","fear","hero"
"1758",70,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1759",70,"NICK FURY","Last year earth had a visitor from"," BANNER'S LAB ","MORNING","negative","hero"
"1760",70,"NICK FURY","another planet who had a grudge match"," BANNER'S LAB ","MORNING","negative","hero"
"1761",70,"NICK FURY","that leveled a small town. We learned"," BANNER'S LAB ","MORNING","negative","hero"
"1762",70,"NICK FURY","that not only are we not alone, but we"," BANNER'S LAB ","MORNING","negative","hero"
"1763",70,"NICK FURY","are hopelessly, hilariously, outgunned."," BANNER'S LAB ","MORNING","negative","hero"
"1764",70,"THOR","THOR"," BANNER'S LAB ","MORNING","fear","hero"
"1765",70,"THOR","My people want nothing but peace with"," BANNER'S LAB ","MORNING","fear","hero"
"1766",70,"THOR","your planet."," BANNER'S LAB ","MORNING","fear","hero"
"1767",70,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1768",70,"NICK FURY","But you're not the only people out"," BANNER'S LAB ","MORNING","negative","hero"
"1769",70,"NICK FURY","there, are you? And, you're not the"," BANNER'S LAB ","MORNING","negative","hero"
"1770",70,"NICK FURY","only threat. The world's filling up"," BANNER'S LAB ","MORNING","negative","hero"
"1771",70,"NICK FURY","with people who can't be matched, they"," BANNER'S LAB ","MORNING","negative","hero"
"1772",70,"NICK FURY","can't be controlled."," BANNER'S LAB ","MORNING","negative","hero"
"1773",70,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","trust","alter ego"
"1774",70,"STEVE/CAPTAIN AMERICA","Like you controlled the cube?"," BANNER'S LAB ","MORNING","trust","alter ego"
"1775",70,"THOR","THOR"," BANNER'S LAB ","MORNING","fear","hero"
"1776",70,"THOR","You're work with the Tesseract is what"," BANNER'S LAB ","MORNING","fear","hero"
"1777",70,"THOR","drew Loki to it, and his allies. It is"," BANNER'S LAB ","MORNING","fear","hero"
"1778",70,"THOR","the signal to all the realms that the"," BANNER'S LAB ","MORNING","fear","hero"
"1779",70,"THOR","earth is ready for a higher form of"," BANNER'S LAB ","MORNING","fear","hero"
"1780",70,"THOR","war."," BANNER'S LAB ","MORNING","fear","hero"
"1781",70,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","trust","alter ego"
"1782",70,"STEVE/CAPTAIN AMERICA","A higher form?"," BANNER'S LAB ","MORNING","trust","alter ego"
"1783",70,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1784",70,"NICK FURY","You forced our hand. We had to come up"," BANNER'S LAB ","MORNING","negative","hero"
"1785",70,"NICK FURY","with something."," BANNER'S LAB ","MORNING","negative","hero"
"1786",70,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","negative","alter ego"
"1787",70,"TONY/IRON MAN","Nuclear deterrent. `Cause that always"," BANNER'S LAB ","MORNING","negative","alter ego"
"1788",70,"TONY/IRON MAN","calms everything right down."," BANNER'S LAB ","MORNING","negative","alter ego"
"1789",70,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1790",70,"NICK FURY","Remind me again how you made your"," BANNER'S LAB ","MORNING","negative","hero"
"1791",70,"NICK FURY","fortune, Stark?"," BANNER'S LAB ","MORNING","negative","hero"
"1792",70,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1793",70,"NICK FURY","Excuse me, did WE come to YOUR planet"," BANNER'S LAB ","MORNING","negative","hero"
"1794",70,"NICK FURY","and blow stuff up?"," BANNER'S LAB ","MORNING","negative","hero"
"1795",70,"THOR","THOR"," BANNER'S LAB ","MORNING","fear","hero"
"1796",70,"THOR","Did you always give your champions such"," BANNER'S LAB ","MORNING","fear","hero"
"1797",70,"THOR","mistrust?"," BANNER'S LAB ","MORNING","fear","hero"
"1798",71,"CLINT BARTON/HAWKEYE","BARTON"," AIRCRAFT CARRIER ","DAY","trust","alter ego"
"1799",71,"CLINT BARTON/HAWKEYE","Arms to ammunition, over."," AIRCRAFT CARRIER ","DAY","trust","alter ego"
"1800",71,"CLINT BARTON/HAWKEYE","Inside, BARTON and his crew suit up and arm themselves. Barton"," AIRCRAFT CARRIER ","DAY","trust","alter ego"
"1801",71,"CLINT BARTON/HAWKEYE","pulls out his hi-tech bow and arrows."," AIRCRAFT CARRIER ","DAY","trust","alter ego"
"1802",72,"THOR","THOR"," BANNER'S LAB ","MORNING","anger","hero"
"1803",72,"THOR","You speak of control, yet you court"," BANNER'S LAB ","MORNING","anger","hero"
"1804",72,"THOR","chaos."," BANNER'S LAB ","MORNING","anger","hero"
"1805",72,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","anger","alter ego"
"1806",72,"BANNER/HULK","It's his M.O., isn't it? I mean, what"," BANNER'S LAB ","MORNING","anger","alter ego"
"1807",72,"BANNER/HULK","are we, a team? No, no, no. We're a"," BANNER'S LAB ","MORNING","anger","alter ego"
"1808",72,"BANNER/HULK","chemical mixture that makes chaos."," BANNER'S LAB ","MORNING","anger","alter ego"
"1809",72,"BANNER/HULK","We're... we're a time-bomb."," BANNER'S LAB ","MORNING","anger","alter ego"
"1810",72,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1811",72,"NICK FURY","You need to step away."," BANNER'S LAB ","MORNING","negative","hero"
"1812",72,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","positive","alter ego"
"1813",72,"TONY/IRON MAN","(puts his arm around Steve)"," BANNER'S LAB ","MORNING","positive","alter ego"
"1814",72,"TONY/IRON MAN","Why shouldn't the guy let off a little"," BANNER'S LAB ","MORNING","positive","alter ego"
"1815",72,"TONY/IRON MAN","steam?"," BANNER'S LAB ","MORNING","positive","alter ego"
"1816",72,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","negative","alter ego"
"1817",72,"STEVE/CAPTAIN AMERICA","(pushes Tony off)"," BANNER'S LAB ","MORNING","negative","alter ego"
"1818",72,"STEVE/CAPTAIN AMERICA","You know damn well why! Back off!"," BANNER'S LAB ","MORNING","negative","alter ego"
"1819",72,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","positive","alter ego"
"1820",72,"TONY/IRON MAN","(comes face-to-face with Cap)"," BANNER'S LAB ","MORNING","positive","alter ego"
"1821",72,"TONY/IRON MAN","Oh, I'm starting to want you to make"," BANNER'S LAB ","MORNING","positive","alter ego"
"1822",72,"TONY/IRON MAN","me."," BANNER'S LAB ","MORNING","positive","alter ego"
"1823",72,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","negative","alter ego"
"1824",72,"STEVE/CAPTAIN AMERICA","Big man in a suit of armor. Take that"," BANNER'S LAB ","MORNING","negative","alter ego"
"1825",72,"STEVE/CAPTAIN AMERICA","off, what are you?"," BANNER'S LAB ","MORNING","negative","alter ego"
"1826",72,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","positive","alter ego"
"1827",72,"TONY/IRON MAN","Genius, billionaire, playboy,"," BANNER'S LAB ","MORNING","positive","alter ego"
"1828",72,"TONY/IRON MAN","philanthropist."," BANNER'S LAB ","MORNING","positive","alter ego"
"1829",72,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","negative","alter ego"
"1830",72,"STEVE/CAPTAIN AMERICA","I know guys with none of that worth ten"," BANNER'S LAB ","MORNING","negative","alter ego"
"1831",72,"STEVE/CAPTAIN AMERICA","of you. Yeah, I've seen the footage."," BANNER'S LAB ","MORNING","negative","alter ego"
"1832",72,"STEVE/CAPTAIN AMERICA","(MORE)"," BANNER'S LAB ","MORNING","negative","alter ego"
"1833",72,"STEVE/CAPTAIN AMERICA","STEVE (CONT'D)"," BANNER'S LAB ","MORNING","negative","alter ego"
"1834",72,"STEVE/CAPTAIN AMERICA","The only thing you really fight for is"," BANNER'S LAB ","MORNING","negative","alter ego"
"1835",72,"STEVE/CAPTAIN AMERICA","yourself. You're not the guy to make"," BANNER'S LAB ","MORNING","negative","alter ego"
"1836",72,"STEVE/CAPTAIN AMERICA","the sacrifice play, to lay down on a"," BANNER'S LAB ","MORNING","negative","alter ego"
"1837",72,"STEVE/CAPTAIN AMERICA","wire and let the other guy crawl over"," BANNER'S LAB ","MORNING","negative","alter ego"
"1838",72,"STEVE/CAPTAIN AMERICA","you."," BANNER'S LAB ","MORNING","negative","alter ego"
"1839",72,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","positive","alter ego"
"1840",72,"TONY/IRON MAN","I think I would just cut the wire."," BANNER'S LAB ","MORNING","positive","alter ego"
"1841",72,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","negative","alter ego"
"1842",72,"STEVE/CAPTAIN AMERICA","(SMILING)"," BANNER'S LAB ","MORNING","negative","alter ego"
"1843",72,"STEVE/CAPTAIN AMERICA","Always a way out... You know, you may"," BANNER'S LAB ","MORNING","negative","alter ego"
"1844",72,"STEVE/CAPTAIN AMERICA","not be a threat, but you better stop"," BANNER'S LAB ","MORNING","negative","alter ego"
"1845",72,"STEVE/CAPTAIN AMERICA","pretending to be a hero."," BANNER'S LAB ","MORNING","negative","alter ego"
"1846",72,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","positive","alter ego"
"1847",72,"TONY/IRON MAN","(that did it)"," BANNER'S LAB ","MORNING","positive","alter ego"
"1848",72,"TONY/IRON MAN","A hero? Like you? You're a lab rat,"," BANNER'S LAB ","MORNING","positive","alter ego"
"1849",72,"TONY/IRON MAN","Rogers. Everything special about you"," BANNER'S LAB ","MORNING","positive","alter ego"
"1850",72,"TONY/IRON MAN","came out of a bottle!"," BANNER'S LAB ","MORNING","positive","alter ego"
"1851",72,"TONY/IRON MAN","OUTSIDE THE HELICARRIER"," BANNER'S LAB ","MORNING","positive","alter ego"
"1852",72,"TONY/IRON MAN","The ramp of the carrier opens. The carrier maneuvers next to one"," BANNER'S LAB ","MORNING","positive","alter ego"
"1853",72,"TONY/IRON MAN","of the large turbine engines. Barton stands at the base, holding"," BANNER'S LAB ","MORNING","positive","alter ego"
"1854",72,"TONY/IRON MAN","out his bow. He pulls out a GRENADE TIPPED ARROW. He points"," BANNER'S LAB ","MORNING","positive","alter ego"
"1855",72,"TONY/IRON MAN","right at the engine."," BANNER'S LAB ","MORNING","positive","alter ego"
"1856",72,"TONY/IRON MAN","Then...Barton moves his AIM and points the arrow about a hundred"," BANNER'S LAB ","MORNING","positive","alter ego"
"1857",72,"TONY/IRON MAN","feet from the engine. He releases. The arrow flies out,but then"," BANNER'S LAB ","MORNING","positive","alter ego"
"1858",72,"TONY/IRON MAN","SHARPLY heads for the engine. The arrow is punctured onto the"," BANNER'S LAB ","MORNING","positive","alter ego"
"1859",72,"TONY/IRON MAN","engine. It has a visible timer which is COUNTING DOWN."," BANNER'S LAB ","MORNING","positive","alter ego"
"1860",73,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","positive","alter ego"
"1861",73,"STEVE/CAPTAIN AMERICA","Put on the suit, let's go a few rounds."," BANNER'S LAB ","MORNING","positive","alter ego"
"1862",73,"STEVE/CAPTAIN AMERICA","Thor laughs at them."," BANNER'S LAB ","MORNING","positive","alter ego"
"1863",73,"THOR","THOR"," BANNER'S LAB ","MORNING","negative","hero"
"1864",73,"THOR","You people are so petty... and tiny."," BANNER'S LAB ","MORNING","negative","hero"
"1865",73,"THOR","Tony rubs his head. Moves away from Cap."," BANNER'S LAB ","MORNING","negative","hero"
"1866",73,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","negative","alter ego"
"1867",73,"BANNER/HULK","Yeah, this is a tee..."," BANNER'S LAB ","MORNING","negative","alter ego"
"1868",73,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1869",73,"NICK FURY","Agent Romanoff, would you escort"," BANNER'S LAB ","MORNING","negative","hero"
"1870",73,"NICK FURY","Dr.Banner back to his..."," BANNER'S LAB ","MORNING","negative","hero"
"1871",73,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","negative","alter ego"
"1872",73,"BANNER/HULK","Where? You rented my room."," BANNER'S LAB ","MORNING","negative","alter ego"
"1873",73,"NICK FURY","NICK FURY"," BANNER'S LAB ","MORNING","negative","hero"
"1874",73,"NICK FURY","The cell was just in case..."," BANNER'S LAB ","MORNING","negative","hero"
"1875",73,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","negative","alter ego"
"1876",73,"BANNER/HULK","In case you needed to kill me, but you"," BANNER'S LAB ","MORNING","negative","alter ego"
"1877",73,"BANNER/HULK","can't! I know! I tried!"," BANNER'S LAB ","MORNING","negative","alter ego"
"1878",73,"BANNER/HULK","(A BEAT)"," BANNER'S LAB ","MORNING","negative","alter ego"
"1879",73,"BANNER/HULK","I got low. I didn't see an end, so I"," BANNER'S LAB ","MORNING","negative","alter ego"
"1880",73,"BANNER/HULK","put a bullet in my mouth and the other"," BANNER'S LAB ","MORNING","negative","alter ego"
"1881",73,"BANNER/HULK","guy spit it out! So I moved on. I"," BANNER'S LAB ","MORNING","negative","alter ego"
"1882",73,"BANNER/HULK","focused on helping other people. I was"," BANNER'S LAB ","MORNING","negative","alter ego"
"1883",73,"BANNER/HULK","good, until you dragged me back into"," BANNER'S LAB ","MORNING","negative","alter ego"
"1884",73,"BANNER/HULK","this freak show and put everyone here"," BANNER'S LAB ","MORNING","negative","alter ego"
"1885",73,"BANNER/HULK","at risk!"," BANNER'S LAB ","MORNING","negative","alter ego"
"1886",73,"BANNER/HULK","Banner slowly gets upset as he looks at Romanoff, who gets"," BANNER'S LAB ","MORNING","negative","alter ego"
"1887",73,"BANNER/HULK","unnerved."," BANNER'S LAB ","MORNING","negative","alter ego"
"1888",73,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","negative","alter ego"
"1889",73,"BANNER/HULK","You wanna know my secret, Agent"," BANNER'S LAB ","MORNING","negative","alter ego"
"1890",73,"BANNER/HULK","Romanoff? You wanna know how I stay"," BANNER'S LAB ","MORNING","negative","alter ego"
"1891",73,"BANNER/HULK","calm?"," BANNER'S LAB ","MORNING","negative","alter ego"
"1892",73,"BANNER/HULK","BLACK WIDOW and Fury have their hands down to grab their guns."," BANNER'S LAB ","MORNING","negative","alter ego"
"1893",73,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","positive","alter ego"
"1894",73,"STEVE/CAPTAIN AMERICA","Doctor Banner... put down the scepter."," BANNER'S LAB ","MORNING","positive","alter ego"
"1895",73,"STEVE/CAPTAIN AMERICA","BANNER LOOKS DOWN AND IS SHOCKED TO SEE HE'S HOLDING LOKI'S"," BANNER'S LAB ","MORNING","positive","alter ego"
"1896",73,"STEVE/CAPTAIN AMERICA","SCEPTER. The computer beeps. They all turn to it."," BANNER'S LAB ","MORNING","positive","alter ego"
"1897",73,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","negative","alter ego"
"1898",73,"TONY/IRON MAN","Got it."," BANNER'S LAB ","MORNING","negative","alter ego"
"1899",73,"TONY/IRON MAN","Banner puts down the scepter and walks over to the computer."," BANNER'S LAB ","MORNING","negative","alter ego"
"1900",73,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","negative","alter ego"
"1901",73,"BANNER/HULK","Sorry, kids. You don't get to see my"," BANNER'S LAB ","MORNING","negative","alter ego"
"1902",73,"BANNER/HULK","little party trick after all."," BANNER'S LAB ","MORNING","negative","alter ego"
"1903",73,"THOR","THOR"," BANNER'S LAB ","MORNING","negative","hero"
"1904",73,"THOR","Located the Tesseract?"," BANNER'S LAB ","MORNING","negative","hero"
"1905",73,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","negative","alter ego"
"1906",73,"TONY/IRON MAN","I can get there faster."," BANNER'S LAB ","MORNING","negative","alter ego"
"1907",73,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","positive","alter ego"
"1908",73,"STEVE/CAPTAIN AMERICA","Look, all of us..."," BANNER'S LAB ","MORNING","positive","alter ego"
"1909",73,"THOR","THOR"," BANNER'S LAB ","MORNING","negative","hero"
"1910",73,"THOR","The Tesseract belongs on Asgard, no"," BANNER'S LAB ","MORNING","negative","hero"
"1911",73,"THOR","human is a match for it."," BANNER'S LAB ","MORNING","negative","hero"
"1912",73,"THOR","Tony turns to leave, but Steve stops him."," BANNER'S LAB ","MORNING","negative","hero"
"1913",73,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","positive","alter ego"
"1914",73,"STEVE/CAPTAIN AMERICA","You're not going alone!"," BANNER'S LAB ","MORNING","positive","alter ego"
"1915",73,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","negative","alter ego"
"1916",73,"TONY/IRON MAN","You gonna stop me?"," BANNER'S LAB ","MORNING","negative","alter ego"
"1917",73,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","positive","alter ego"
"1918",73,"STEVE/CAPTAIN AMERICA","Put on the suit, let's find out."," BANNER'S LAB ","MORNING","positive","alter ego"
"1919",73,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","negative","alter ego"
"1920",73,"TONY/IRON MAN","I'm not afraid to hit an old man."," BANNER'S LAB ","MORNING","negative","alter ego"
"1921",73,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","positive","alter ego"
"1922",73,"STEVE/CAPTAIN AMERICA","Put on the suit."," BANNER'S LAB ","MORNING","positive","alter ego"
"1923",73,"STEVE/CAPTAIN AMERICA","At that moment Banner who's looking at the monitor notices"," BANNER'S LAB ","MORNING","positive","alter ego"
"1924",73,"STEVE/CAPTAIN AMERICA","something about the Tesseract."," BANNER'S LAB ","MORNING","positive","alter ego"
"1925",73,"BANNER/HULK","BANNER"," BANNER'S LAB ","MORNING","negative","alter ego"
"1926",73,"BANNER/HULK","Oh, my God!"," BANNER'S LAB ","MORNING","negative","alter ego"
"1927",73,"BANNER/HULK","OUTSIDE THE HELICARRIER"," BANNER'S LAB ","MORNING","negative","alter ego"
"1928",73,"BANNER/HULK","Barton PULLS THE TRIGGER ON HIS BOW. The arrow then EXPLODES THE"," BANNER'S LAB ","MORNING","negative","alter ego"
"1929",73,"BANNER/HULK","ENGINE RIGHT OFF THE HELICARRIER!"," BANNER'S LAB ","MORNING","negative","alter ego"
"1930",74,"STEVE/CAPTAIN AMERICA","STEVE"," BANNER'S LAB ","MORNING","neutral","alter ego"
"1931",74,"STEVE/CAPTAIN AMERICA","Put on the suit!"," BANNER'S LAB ","MORNING","neutral","alter ego"
"1932",74,"TONY/IRON MAN","TONY"," BANNER'S LAB ","MORNING","anger","alter ego"
"1933",74,"TONY/IRON MAN","Yep!"," BANNER'S LAB ","MORNING","anger","alter ego"
"1934",74,"TONY/IRON MAN","Steve helps Tony up and out of the lab. Fury sits up, clutching"," BANNER'S LAB ","MORNING","anger","alter ego"
