name,sentence_id,order_id,word
TYRION,120,9,Northern
TYRION,120,10,girls
ROS,121,0,Did
ROS,121,1,you
ROS,121,2,hear
ROS,121,3,the
ROS,121,4,king’s
ROS,121,5,in
ROS,121,6,Winterfell
TYRION,122,0,I
TYRION,122,1,did
TYRION,122,2,hear
TYRION,122,3,something
TYRION,122,4,about
TYRION,122,5,that
ROS,123,0,And
ROS,123,1,the
ROS,123,2,queen
ROS,123,3,And
ROS,123,4,her
ROS,123,5,twin
ROS,123,6,brother
ROS,123,7,They
ROS,123,8,say
ROS,123,9,that
ROS,123,10,he
ROS,123,11,is
ROS,123,12,the
ROS,123,13,most
ROS,123,14,handsome
ROS,123,15,man
ROS,123,16,in
ROS,123,17,the
ROS,123,18,Seven
ROS,123,19,Kingdoms
TYRION,124,0,And
TYRION,124,1,the
TYRION,124,2,other
TYRION,124,3,brother
ROS,125,0,The
ROS,125,1,queen
ROS,125,2,has
ROS,125,3,two
ROS,125,4,brothers
TYRION,126,0,There’s
TYRION,126,1,the
TYRION,126,2,pretty
TYRION,126,3,one
TYRION,126,4,And
TYRION,126,5,there’s
TYRION,126,6,the
TYRION,126,7,clever
TYRION,126,8,one
ROS,127,0,I
ROS,127,1,hear
ROS,127,2,they
ROS,127,3,call
ROS,127,4,him
ROS,127,5,the
